,ASIN,Product Description,Manufacturer,Product Rating (out of 5)
128,ASIN : B0B68Z3X7D,"Care Instructions: Hand Wash Only
Handcrafted with care and made up of premium quality robust material","Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",4.1
129,ASIN : B0B69M182Q,"Care Instructions: Hand Wash Only
Handcrafted with care and made up of premium quality robust material","Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",4.1
130,ASIN : B08R563J3T,"The Eume 31L Virgo Bag has enough space with 3 large compartments, 2 easy-access pockets in Front, and 2 side pockets for a water bottle.
Large Compatment dedicated tech-safe that can store laptops up to 15.6 inch, Second Large Compartment for Books, Cloth & Sunglasses & Essentials etc. and Third compartment 2 Small pocket for Chargers and Earphones or Wallets , 2 Pen Holders & zipper compartment for Mobile Phone, Passport etc.
It's water-resistant, good quality zipper, Light Weight and it has padded adjustable shoulder straps and a trolley support strap for maximum comfort to make your travel journey happier.
Dimensions of Backpack: 12 x 8 x 17.75 inches; Bag Weight: 685 grams; Capacity: 29 liters; Fabric: Polyester
The Eume Virgo Backpack comes with a 1-year warranty against manufacturing defects.","Manufacturer : Avon Lifestyle Pvt Ltd, Avon Lifestyle Pvt Ltd",4.2
131,ASIN : B0BS6QM2GD,"Care Instructions: Machine Wash
Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.
Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.
Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",Manufacturer : SHABA BAGS,4.0
132,ASIN : B0C9J8JJ6C,"Care Instructions: Hand Wash Only
CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Nylon, Vegan leather trims, Casing: Soft, Water resistant: Yes
FRONT BUCKET COMPARTMENT: Houses slip pockets, pen pockets and a zippered pocket.
PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 43 x 32 x 17.5 cm, Capacity: 25L, Fits up to a 16” laptop, DEDICATED TECH COMPARTMENT: Padded laptop compartment with scratch-proof microsuede lining, iPad compartment
MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve, Hidden magnetic back pocket, 4x quick access front pockets
MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Care Instruction: Wipe with damp cloth",Manufacturer : Designed By Mokobara Lifestyle Private Limited,4.0
133,Item model number : B00492,"Care Instructions: Wipe with Damp Cloth
[Multiple Pocket] -- Arctic Hunter original bag,100% guarantee,two-year warranty.6 zipper pockets store your items.2 front pockets+1 main pocket+1 laptop compartment+2 side pockets.the two front zipper pockets can store small and frequently used items.the main pocket is used for storing cloth,built in a X bucket to hold your clothing and an anti-theft zipper pocket.the laptop compartments have a 15.6 laptop pocket+a ipad pocket,the two pocket is very thick to protect your laptop and ipad.
[High quality premium business backpack]-- The Main body of this backpack made by 1680D Nylon fabric,so it's outstanding durable and breathable.the inside made by hiking bag polyester,which make it's abrasion and scratch resistant.the all zipper head is made of high quality metal.laptop and ipad pockets made by high-density foam for shockproof.these material make sure you can use it for a long time and can be a premium business backpack for you.
[Ergonomic travel bag]-- This backpack adopts with Ergonomic+Comfortable design.1) Microfiber Leather handle make you comfortable hold this backpack.2) The running shoe material back pad is more breathable.3) Strap that secure this backpack to the trolley trunk can free your hands and back.4) Water resistant material protect your items.5) The shoulder strap is thickness and made of running shoe material.6) Made by high quality material make sure load large weight for a long time.
[Outstanding backpack for laptop]--This arctic hunter bag have a different design,have a zipper compartment for laptop and ipad.this compartment built-in high-density foam to outstanding protect your laptop/ipad.and it can put into 2 laptops.this laptop compartment is not at main compartment,which make the main compartment store more clothing.so this design is very nice and More suitable as a laptop bag.
[Great value for money]-- This arctic hunter backpack is very nice for travel,business,school.this meterial and production exceed this price.don't worry it is not worth and it is a great present for birthday,Valentine's day,Father's day,Diwali,Christmas,The New Year.","Importer : Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com",4.4
134,ASIN : B0BPVCBFM7,"Material: Water Resistant Strong Polyester
Compartments: 2 with padding
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 11 x 6 x 18 inches
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover","Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",3.8
135,ASIN : B0C6N3MYL2,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.
Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.
Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.
Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.
FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc",Manufacturer : Half_Moon,3.6
136,ASIN : B09QM9N1B3,"Care Instructions: Hand Wash Only
SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort
COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.
SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm
ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.
OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",Manufacturer : Half_Moon,3.7
137,null,null,null,
138,ASIN : B09NNYCQ1Q,"Care Instructions: Hand Wash Only
Fit Type: Regular<br><br>
Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 40 Cm X 33 Cm X 25 Cm<br><br>
Adjustable Padded Shoulder Straps / 2 Bottle Holders / Duble stitching For Carry Havy books / Stylish look/Comfortable Shoulder starps; Padded Back Panel And Padded Shoulder Straps<br><br>
Suitable For : Casual Backpacks , Laptop Backpacks ,School Bags ,Office Backpacks ,College Bag ,Daypacks , Travel Backpack , Casual Bags, Backpacks , Bagpacks<br><br>
Color Name: Navy White; Closure Type: Zipper; Water Resistance Level: Waterproof; Age Range Description: Adult; Special Features: Laptop Compartment<br>",Manufacturer : URBAN CARRIER,3.5
139,null,null,null,
140,null,null,null,
141,ASIN : B07QL8633G,"Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.
Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls
Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.
Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.
Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.","Manufacturer : AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302",4.0
142,null,null,null,
143,null,null,null,
144,ASIN : B097JM98M1,"Care Instructions: Hand Wash Only
SPACIOUS AND LIGHTWEIGHT: Super spacious laptop overnighter comes with a large suitcase compartment which can efficiently accommodate your clothes and other essential utilities required for 1-2 days stay. The bag comes with a separate compartment compatible with a laptop and a tablet.
HIGH QUALITY PREMIUM FABRIC: Made of 100% polyester and water resistant fabric, the material used is lightweight yet highly durable. This heavy duty fabric is perfect for all types of travel needs.
COMPRESSION STRAPS & SHOULDER SUPPORT: With heavy-duty, durable compression straps & buckles user can immediately restrict the movement of items inside the bag providing comfort while carrying the bag. Padded shoulder straps provide comfort during prolonged use.
BREATHABLE BACK SUPPORT: Seek is equipped with premium quality air mesh in its back panel - A premium quality back air mesh made for maximum aeration, that prevents overheating & provides ulltimate comfort.
Large backpack, overnighter, large laptop backpack, weekend bag, backpack for short travel, all in one backpack","Manufacturer : Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",4.3
145,null,null,null,
146,Manufacturer : Harissons,"Vervo Laptop Backpack - The All-Purpose Solution for Your Daily Needs: Elevate your style with Harissons' Vervo laptop bag, perfect for office, college, and business travel. This versatile backpack is spacious and reliable, with polished styling to refresh your official attire. With dedicated cushioned sleeves for your laptop and tablet, Vervo can safely accommodate devices up to 15.6 inches, making it the ideal choice for any situation.
Fits Everything You Need in One Place: Vervo's front quick-access zippered pocket and internal organizer keep your phone charger, hard drive, passport, ID card, stationery, and other essentials in place. With a main compartment large enough to hold all your files, documents, and clothes, this bag is perfect for work or a weekend trip. Plus, the elasticized concealed Bottle Security System and zippered compartment for quick access to your boarding pass make Vervo the ultimate all-in-one solution.
OCD-Level Organization for Maximum Efficiency: The zippered mesh pocket in Vervo's main compartment helps you stay organized, while the elasticized 2-Point suspension system on the ergonomically designed backstraps absorbs up to 25% weight and distributes the load evenly. With a detachable key chain holder, you'll never lose your keys again. Plus, the Built-In rain cover and water-repellent polyester fabric protect your devices from rain and other hazards.
Comfortable and Convenient: Piggyback your Vervo all day long without the backaches or the sweat thanks to the Anti-Sweat air mesh padding on the back. With bar-tacked backstraps and all weight-bearing stress points, Vervo is built to last, and the Bottom Protection System with an elevated laptop cradle and studs protects your devices from impact. Plus, with a 1-year warranty against manufacturing and workmanship defects, you can trust Vervo to be your go-to backpack.
Stylish and Durable Backpack for Men and Women: Vervo comes in trendy designs that suit both men and women. This backpack is waterproof, functional, and stylish, making it the best laptop bag for men and women. With a 15.6 inch laptop sleeve bag, office laptop bag for men, and laptop bag for women, this bag is perfect for anyone who wants to be organized and stylish. Whether you're looking for a laptop travel bag or a gaming laptop bag, Vervo has got you covered.",Department : unisex-adult,4.3
147,Manufacturer : Dailyobjects,"✅ MATERIAL: This sling bag for women made of durable vegan leather with an HD quality design print which does not fade away and which makes it look elegant, modern & classy to suit your lifestyle needs. Inner Polyester lining for easy accessibility and storage.
✅ STRONG ZIPPER BAG: Genuine YKK zipper for easy opening and closing of the bag and for absolute safety and security of the accessories. The zip is strong, durable and long-lasting which provides for an effective use of the bag.
✅ LARGE STORAGE SPACE: Plenty of room for keeping your necessities & accessories - cash, cards, keys, cosmetic, make-up tit bits, hairbrush, wallet, sunglasses, mobile phone charger etc all in one place which makes you feel stress-free while travelling.
✅ DETACHABLE STRAP: Detachable and adjustable vegan leather strap which provides comfort & convenience while walking or travelling. It is soft, smooth and strong to hold sufficient weight and helps to reduce the pressure on your shoulders. Footed Bottom.
✅ MADE IN INDIA: Handcrafted in India, from raw material to production, this leather bag for women or for girls is a 100% Made in India product.",Department : Women,4.0
148,null,null,null,
149,null,null,null,
150,null,null,null,
151,ASIN : B0BJ982TQN,"Care Instructions: Wipe with Damp Cloth
Walkent Spruce Laptop Backpack keeps your gadgets, laptops and work essentials organized and secured with variours features and durable materials
Spruce Laptop Bag is made with high-quality faux leather and a water-resistant and scratch-resistant outer, this backpack is stylish and durable for daily use
With multiple compartments, including cushioned laptop compartments and anti-theft pockets, you can easily carry all of your daily necessities
Whether you're heading to the office, college, or on a trip, the Spruce backpack has you covered with its versatile design and trolley sleeve for travel
Upgrade your everyday carry with the Walkent Spruce Laptop Backpack and experience the perfect combination of style and functionality","Manufacturer : Walkent (OEM Shenzhen Xinli Bag Co., Ltd.), Walkentstore@gmail.com, Contact: +91 8001655655",4.5
152,null,null,null,
153,null,null,null,
154,null,null,null,
155,Manufacturer : Wildcraft,"Outer Material: Polyester, Color: Green
Capacity: 29.5 liters; Dimensions: 7.5 inches x 13 inches x 18.5 inches (LxWxH)
Number of compartments: 2
Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase",Manufacturer : Wildcraft,4.1
156,ASIN : B0B2WBJ2H8,"Outer Material: PU / Synthetic Leather
Closure: Magnetic
Pockets: 1, Compartments: 1
Height Adjustable Sling belt
Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches","Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",4.0
157,ASIN : B0C23BYDML,"Care Instructions: Hand Wash Only
MULTI-FUNCTION COMPARTMENT: HALF MOON backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.
DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities
COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.
Size:18*13*10 inch(L*W*H), Capacity: 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.
OTHER FEATURES: Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",Manufacturer : Half_Moon (AB Amazing Bags),3.4
158,null,null,null,
159,Manufacturer : POLESTAR,"Care Instructions: Wipe with Damp Cloth
PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 30 Cm x 20 Cm x 45 Cm 3 full size compartments, 1 front zipper & 2 side pockets, 1 Raincover pocket at bottom Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.
CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Ranker backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.
COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.
BENEFITS: 3 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, padded haul loop, two side water bottle pockets help keep your goods dry and body hydrated.
VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one RANKER BACKPACK by Polestar.",Department : unisex-adult,4.1
160,ASIN : B097JJ64SH,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Weight: 596 g, Dimensions: 48 x 33 x 23 cm Warranty: 12 months
3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.
Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!
Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.
Stylish & Cute: This bag is designed for those Millennials and GenZ, who do not want to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.","Manufacturer : Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",5.0
161,null,null,null,
162,ASIN : B097JLZBK3,"DETAILED ORGANIZER & PREMIUM FABRIC: The interiors are thoughtfully designed to give you the best of space, comfort and flexibility. The fabric used in the backpack is of premium quality.USB CHARGING PORT: The USB Charging Port ensures that you're always connected, even when on the move!LAPTOP AND TABLET SLEEVE: A dedicated compartment to keep your Laptop and Tablet organized.SUNGLASS HOLDER: Keep your eyewear handy while on the go.","Manufacturer : Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",5.0
163,null,null,null,
164,ASIN : B08NYGBDB8,"Care Instructions: Dry Clean Only
This having two small front zippered pockets suitable for keys/napkins etc.
This backpack is made of polyester fabric and is treated to make it water-resistant.
One back pocket for passport/mobile.
This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings.
This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability.","Manufacturer : Uber Fashion Merchandise Pvt Ltd, Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwanthpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590",4.4
165,ASIN : B0BTJ2T26W,"Ergonomic Shape : Spacious Compartments : Intuitive Access : Water Resistant : Light-weight
Front Panel made of Premium Faux Leather Fabric : Cushioned Grab Handle : Padded Base : Optimized Back Panel with Premium Cushioning & Airflow Mechanism : Padded 360 Laptop Sleeve with Velcro Fastener Fits Laptop up to 17"" : Premium Long Lasting Zippers & Pullers : Compression Straps on the Sides for Keeping the Contents Compact
Zippered Quick Access Pocket : Elasticated Bottle Pocket : Embedded Organiser : Elasticated Trolley Sleeve on Back Panel","Manufacturer : Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga, Gulshan Colony, Kolkata 700100",3.5
166,Item model number : K00063,"[Your Daily Travelling Partner] Arctich Hunter Daypack design.daily needs,it can store your cell phone, wallet,iPad, keys,glasses and so on,just the perfect choice for work, school and travel.
[Made in Hight Quality Material] Main body made by 1680D Oxford Fabric for Durable & Breathable.Front Panel made by PU Coated Fabric + Microfiber Leather For Water Resistant & Scratch Resistant. Heavy Duty Metal Zippers and adjustment buckle For Solid and Smooth open/close,Inside compartment made by EPE Foam Covered by Velvet For Shock-Proof & Soft skin-friendly. Arctic Hunter Bag Ensure a Secure & Long-lasting Usage Everyday & Weekend and Travelling.
[Multiple Pocket Well Organize]--Three pockets and multi-compartment design,front pocket with a compartment can store small items,such as keys pen earphones glasses etc.the main pocket has a EPE Foam Covered by Velvet compartment that can outstanding protect the contents,so can store the valuables or electronics,such as mobile pohones,ipad,wallets,etc.Magnetic button back pocket is easy to open,store and take out items,when you are busy or riding motorbike,can use this pocket.
[Worth for money,Wide range/High frequency of use]--AH arctic hunter messenger bag is worth for money,wide range of use and high frequency of use.stylish looks,durable material,can hold 700ml water bottles,8 inch ipad,wallets,mobile phones,notebooks,daily necessities,so it can be used in a wide range,such as outdoor sports, office,travel,and cycling,etc.
[WHAT YOU GET]--ah arctic hunetr sling bag.It is a great present for birthday,Valentine's day,Father's day,Diwali,Christmas,The New Year, Perfect for students,business professionals or travelers want to make a fashion statement and also a good gift for your family.","Importer : Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com",4.4
167,ASIN : B07N8GRWTZ,"Care Instructions: Hand Wash Only
Outer Material: Polyester, Color: Black;Water resistant<br>
Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH)<br>
Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches<br>
Warranty type: Manufacturer; 1 year<br>
Closure Type: Zipper; Age Range Description: Adult<br>","Manufacturer : Iff Overseas Pvt Ltd, Iff Overseas Pvt Ltd, 140/2/2, Ring Road Sqaure, Musakhedi, Indore, Madhya Pradesh, 452001; 07314223000",4.1
168,ASIN : B088LHS5LP,"Spacious with multiple pockets: It is a trendy waist pouch with 4 separate zipper pockets of different size for all your needs;the largest pocket of this side bag can easily hold a small water bottle or a wallet; Other pockets in this belt bag can conceal your money, mobile, coins, glasses, and other tourist accessories
Water resistant RFID material: Made of premium water resistant polyester with RFID security in the front pocket, this waist bag is sturdy and provides protection to your passport and cards; It'll make a great addition for your daily errands and outdoor activities, perfect for walking, running, biking,cycling, hiking, travelling, tour, festivals, fairs, concerts and farmers market etc
International branded zippers: Zippers are a very important component of any chest bag for men and should never be compromised; This money bag uses premium SBS zipper which are used by stylish and global fashion brands
Adjustable strap: The flexible strap, with strong and reliable buckle, ranges from 20.0-46.0 inches(including the bag) and can be adjusted to accommodate a fluffy man or woman or even very skinny men or women; Easily and quickly adjusts to whatever length you need and will remain at your chosen length without loosening; It can be worn on body as chest bag for men, side bags for men, waist pouch for men, hip bag or money bag for men
Waterproof back pocket: The last pocket at the back of this fanny bag for men has waterproof inner lining and waterproof zipper; So no need to worry about keeping essential men's travel accessories like passport, mobile phone, documents and money safe in rain","Manufacturer : Nomadik Soul Private Limited, Nomadik Soul Private Limited, 39, 2ND FLOOR, NGEF LANE, INDIRANAGAR, 1ST STAGE, BANGALORE, BENGALURU URBAN, KARNATAKA,560038, Customer Care Email - support@nomadiksoul.biz, Customer Care Phone - +91 9900256565",4.5
169,ASIN : B0855F8174,"Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm
Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.
Removable, adjustable padded shoulder strap
HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.
PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea",Manufacturer : Bagneeds,4.1
170,null,null,null,
171,ASIN : B0993Q72WD,"PRODUCT SIZE AND DIMENSION:- (L.W.H.) 7.5 x 3 x 10 Inches or 19 x 8 x 25 cm. Shoulder Strap size:- 55 inches or 140 cm. Colour-Navy Blue. Weekender Sling Bag is perfect to impress everyone with its excellent quality and unique design.
DURABLE & WATER RESISTANCE:- This messenger bag has a big capacity interior space with 2 zipper pockets, which can store daily items such as mobile phones/cash/power banks/bank cards/cosmetics/coins, but it is small & easy to carry. 1 pocket inside Velcro pull head closure can store your power bank, external hard disk drive, mobile phone, ipod, tablet of up to 9 inches. 1 back anti-theft packet durable & heavy duty, ensuring that your gadgets & valuables are safely stored & water resistance.
OCCASION OF USE:- This compact bag can not only be used as a short trip/shopping/dating/walking but also as the best gift for your relatives/mothers/girlfriends/wife/girlfriends. This sling bag is designed to compliment men & women gives it a suitable and trendy look.
PLENTY ROOM FOR ORGANIZING:- This bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices.
ADJUSTABLE STRAP:- The sling strap (Size 55 inches or 140 cm) is adjustable so it can be carried as a standalone sling bag or can be used as a pouch to be placed inside a Backpack, Luggage, Handbag. The polyester material are easy to wipe off clean using a cloth. Easy to maintain cross body bag which is water resistance, spacious, strong and can hold many small gadgets without pressuring on your shoulders. You can adjust the strap size according to your body height and comfort.
MADE IN INDIA:- The inner lining is made up of water resistance fabric. Suitable for your office, college, outdoor travels, university, meeting & business for everyday use. Consisting of premium quality stitching & high grade zippers, this sling ensures long lasting durability & strength. The heavy padding will serve as a cushion for your iPad, laptop, or other accessories, shielding them from possible scrapes & scratches. This bag is durable & heavy duty, ensuring that your gadgets stored.
COMPANION:- It’s an ideal companion for a comfortable all day carry to school and college, malls, morning walk, evening walk, hiking, mountain trekking, cycling, running, office and meetings. It can also be easily used as travel accessory for a train or bus journey. Wear it on your shoulder or across your body for added protection against pickpockets & purse snatchers. Do not wash it with alkaline detergent.
Show More",Manufacturer : Wooum,4.0
